rank,id,score,path,text
85,679786fa4ec4c33d2da98e03_6,0.333487,formatted,controles: armado del roadmap + validación de base transaccional
86,67a0c2973d58681093abbc1c_22,0.332203,formatted,nfc wallet mla con tarjetas de terceros enfoque en dependencias y bp alvarito
87,68b594718a9e5ded42125d3e_17,0.329941,formatted,controles heatmap de controles existentes por casuística y flujo
88,68a329cacc933d0836257057_11,0.329195,formatted,sync con euge b por mis vacaciones 1908 a 0509
89,6899edc48dfca8846103ea87_23,0.328728,formatted,adquirencia directa: actualización de presentación
90,68ac6300c84056a81bf8fce8_7,0.328708,formatted,finalizar el armado del plan progresivo roll out
91,6899edc48dfca8846103ea87_16,0.328512,formatted,msi master: revisión del roadmap con core payments nuevo espacios de pruebas con didi
92,68ac6300c84056a81bf8fce8_5,0.328278,formatted,garantía elo: seguimiento a minutas con bb elo legales mp tesorería y cp local
93,6821e7c544ac3e45b79c6d08_7,0.327650,formatted,estaremos escalando a un volumen mayor durante esta semana debido al periodo de freeze del 19/05 al 03/06
94,67bc72c7e2405306bd90772c_25,0.327213,formatted,banderas planning workshops visa y master workshop advisors martes y miércoles
95,67c84d6e7663bec81a45e701_11,0.326019,formatted,programa micromerchant análisis junto a genova it para adherirse al programa
96,68ac6300c84056a81bf8fce8_23,0.325287,formatted,continuaremos pusheando a citi para poder realizar pruebas productivas con liquidación de saldos en dólares junto al equipo de mp
97,6899edc48dfca8846103ea87_29,0.324789,formatted,plan 2026: colaborar con el deck de grandes historias
98,679786fa4ec4c33d2da98e03_21,0.324327,formatted,"proyecto mastercard advisors (conversación con equipos internos) (ddm) y, b2b y pato blanco"
99,68a329cacc933d0836257057_2,0.324326,formatted,armado de presentación para el workshop
100,67f3d091a4cabcc4fe0d11b8_14,0.323891,formatted,poroto adelanto de cupones de mpsp a mp validación de posibles cambios con citi y alineación de definiciones internas meli
101,68b594718a9e5ded42125d3e_14,0.323740,formatted,plan progresivo roll out debemos tener una segunda sesión con sellers para consensuar
102,678e428d4626b0c172284e27_11,0.322977,formatted,[mlm msi master:] revisión flujo con ac done eta diseño 31/1 sync por termsheet con master y legales revisión de files con ecofin para pasar a ecoconci wip
103,67a0c2973d58681093abbc1c_10,0.322708,formatted,transacciones de subadquirentes recibiendo marcación de wallet payfac conversación con génova it para analizar esfuerzos en la creación de un hack y la necesidad de un tradeoff
104,68ac6300c84056a81bf8fce8_6,0.321724,formatted,pruebas productivas prosegur prevista 01/09
105,67b337f965d8f9c7ea516a38_7,0.321633,formatted,alienacion de iniciativas q225
106,67785cff5ee9016270263e78_8,0.321575,formatted,unmatched clearing armado de plan de cuotas futuras para presentación de nuevo waiver
107,67b337f965d8f9c7ea516a38_14,0.321148,formatted,follow up de propuesta técnica con eco conci y finops revisión de gestión de fee collections
108,67c84d6e7663bec81a45e701_7,0.319241,formatted,comenzaremos reuniones de planificación con génova it
109,679786fa4ec4c33d2da98e03_11,0.318232,formatted,fee collection banco supervielle: el martes 28 estaremos enviando el fee collection a banco supervielle para recuperar los costos financieros perdidos por un mal ruteo de una promoción  ($500m)
110,68b594718a9e5ded42125d3e_5,0.318224,formatted,marce mari y juli priorizarán agenda de mco
111,6821e7c544ac3e45b79c6d08_15,0.317904,formatted,entender el plan de rollout y compartir las ultimas actualizaciones pruebas integradas en stg 02/06 pruebas productivas inicio del rollout 16/06 rollout completo hasta el 30/06
112,6821e7c544ac3e45b79c6d08_16,0.317736,formatted,recientemente las redes publicaron algunos mandates especificos para transacciones de billetera digital que incluyen nuevos plazos de liquidacion y valores de interchange realizar un estudio profundo con los principales cambios e impactos
113,67785cff5ee9016270263e78_9,0.317272,formatted,banco pagador la semana pasada iniciamos con el nuevo acuerdo con banco galicia el costo del servicio es 0135
114,67b337f965d8f9c7ea516a38_11,0.316452,formatted,transporte subte visa nos acercó una serie de preguntas para poder avanzar y lograr la mejora de costos
115,67b337f965d8f9c7ea516a38_3,0.316279,formatted,alineación de iniciativas negocio c génova it
116,678e428d4626b0c172284e27_10,0.315966,formatted,bimonetarismo: apertura de cuentas de garantía en coelsa y viabilidad de apertura de cuentas en usd en otros bancos
117,67bc72c7e2405306bd90772c_18,0.315778,formatted,aceleración de cupones block en pruebas por cambió del proceso mp lending solo le puede mandar a acfin aquellos cupones que tenga el tc aceptado por los sellers estoy siguiendo con gva it y carla scotti
118,67bc72c7e2405306bd90772c_19,0.315659,formatted,workshop visa 19 y 20 de marzo empezar a planear con las áreas
119,67b337f965d8f9c7ea516a38_18,0.315659,formatted,workshop visa 19 y 20 de marzo empezar a planear con las áreas
120,678e428d4626b0c172284e27_4,0.315210,formatted,revisión de kpis adelantos: alinear criterio de cálculo de tpv adelantado con genova it anto y negocio mla
121,6821e7c544ac3e45b79c6d08_9,0.314817,formatted,check point presencial para definicion ficha scope tecnico
122,67b337f965d8f9c7ea516a38_2,0.314749,formatted,coordinar dos certificaciones automatización de lote aclaraciones cbk y nda report fees transaccionales
123,67bc72c7e2405306bd90772c_6,0.314686,formatted,seguimiento tasas naturales relevamiento del proceso actual para armado de reporte de seguimiento
124,6821e7c544ac3e45b79c6d08_18,0.314154,formatted,acceso revision e integracion a bdu
125,67bc72c7e2405306bd90772c_2,0.313992,formatted,comenzar certificación automatización de lote aclaraciones cbk y nda report fees transaccionales
126,68a329cacc933d0836257057_10,0.313505,formatted,incorporar métricas y dimensiones y documentación
127,6899edc48dfca8846103ea87_8,0.313340,formatted,armar el plan de roll out y refinar setups para el capturar tráfico del primer seller
128,68a329cacc933d0836257057_14,0.313013,formatted,fecha f&f 258 dependencia con rollout de internacional master
129,679786fa4ec4c33d2da98e03_13,0.312057,formatted,cambio de plazo de pago en prepagas: desarrollo en las próximas 2 semanas.
130,67f3d091a4cabcc4fe0d11b8_7,0.312017,formatted,euge armado de dashboard de controles de porotaje
131,6899edc48dfca8846103ea87_7,0.311464,formatted,amex informó 3 semanas para configurar archivo de conciliación pd no fue aclarado en reuniones previas
132,68a329cacc933d0836257057_13,0.310909,formatted,pruebas exitosas con didi chech con ecoconci revisión business case para stori y didi
133,67a0c2973d58681093abbc1c_25,0.310724,formatted,banderas fup proyecto wallet nfc con tarjetas de terceros visamaster scopes proyectos advisors master planning workshops visa y master
134,67f3d091a4cabcc4fe0d11b8_8,0.310528,formatted,avanzar en el mvp de dashboard de controles por site
135,68b594718a9e5ded42125d3e_16,0.309622,formatted,miércoles cierre de ticketera smpr
136,67bc72c7e2405306bd90772c_7,0.309498,formatted,onboarding continuar con el armado del deck
137,67b337f965d8f9c7ea516a38_6,0.309498,formatted,onboarding continuar con el armado del deck
138,67a0c2973d58681093abbc1c_5,0.309166,formatted,onboarding continuar con el armado del deck
139,6899edc48dfca8846103ea87_19,0.308735,formatted,dcc: reunión con fexco y it para el fx provider
140,67bc72c7e2405306bd90772c_21,0.308327,formatted,revisión de propuestas a mastercard advisors 25 ideas avaliadas y 6 proyectos para priorización
141,67f3d091a4cabcc4fe0d11b8_11,0.307568,formatted,elo cuentas para liquidación y anticipación entender con el equipo de tesorería sobre las negociaciones para el banco liquidador para el nuevo flujo de elo
142,6899edc48dfca8846103ea87_27,0.307379,formatted,12/ago full day en curso de genai
143,6899edc48dfca8846103ea87_3,0.307280,formatted,armado del deck para el workshop / cerrar definiciones para ecosistema conci
144,67785cff5ee9016270263e78_10,0.306650,formatted,[mlm] reporte para mp auditoria primer envio 8125
145,67a0c2973d58681093abbc1c_3,0.306073,formatted,iniciar la revisión final de los porotos con los ownersites
146,67b337f965d8f9c7ea516a38_4,0.304331,formatted,controles continuar con el armado de documentación de kpis por cada proceso auth y settlement foco en el kpi de cumplimiento de promesa de pago al merchant
147,67bc72c7e2405306bd90772c_5,0.304213,formatted,controles continuar con el armado de documentación de kpis por cada proceso auth y settlement foco en el kpi de cumplimiento de promesa de pago al merchant
148,67785cff5ee9016270263e78_14,0.303936,formatted,sef threshold data only q4 r5m
149,67785cff5ee9016270263e78_2,0.302520,formatted,destrabar ok de conci para incrementar volumen de roll out
150,67f3d091a4cabcc4fe0d11b8_5,0.302439,formatted,tenemos el go comercial para avanzar planificar workshop en oficinas de elo
151,67b337f965d8f9c7ea516a38_9,0.302141,formatted,sdwo migración del flujo sdwo a génova debido al retraso del endgame por parte del gateway están migrando todo el flujo a un mid preparado en génova
152,67bc72c7e2405306bd90772c_23,0.302119,formatted,genova envio monthly
153,68877a5b60164036439254df_25,0.301573,formatted,seguir avanzando con el deck de adquirencia directa con el objetivo de determinar el tamaño del negocio y el esfuerzo.
154,68877a5b60164036439254df_26,0.301459,formatted,reunión con visa méxico x plan adquirencia 2025/2026.
155,67a0c2973d58681093abbc1c_1,0.301102,formatted,logramos que conci sume músculo para desarrollar una casuística nueva tenemos que confirmar eta para lograr liberar roll out tope de 3 k usdmes tpv
156,67f3d091a4cabcc4fe0d11b8_3,0.300863,formatted,track contractual push interno para avanzar con la firma de anexo global msi y comisión mercantil
157,68ac6300c84056a81bf8fce8_27,0.300614,formatted,alineamientos varios con mlb y mlm para determinar scope del proyecto
158,6899edc48dfca8846103ea87_31,0.300539,formatted,on-us: alineamientos varios con mlb y mlm para determinar scope del proyecto
159,6899edc48dfca8846103ea87_12,0.300409,formatted,modelo de datos unificado: incorporar métricas y dimensiones y documentación
160,67a0c2973d58681093abbc1c_9,0.299227,formatted,programa de exceso de chargeback casos de cbks duplicados en la cuenta accionar a mastercard ayuda de rochi e martu
161,68ac6300c84056a81bf8fce8_18,0.299185,formatted,seguir con la creación de mids para sellers identificados e involucrar a core payments local mlb mla mlc
162,68ac6300c84056a81bf8fce8_25,0.298433,formatted,mla adquirencia directa presentación a pau
163,67b337f965d8f9c7ea516a38_21,0.298244,formatted,nfc interoperable investigación de comportamiento qr y nfc en mp
164,67bc72c7e2405306bd90772c_22,0.298244,formatted,nfc interoperable investigación de comportamiento qr y nfc en mp
165,679786fa4ec4c33d2da98e03_5,0.298002,formatted,onboarding: continuar con el armado del deck
166,6899edc48dfca8846103ea87_14,0.297274,formatted,tasas naturales:implementación de tracks de recuperar data pendiente de los sellers con csf y armado del deck de status de tns
167,68b594718a9e5ded42125d3e_8,0.297159,formatted,tokenización roll out progresivo comenzaremos a recibir tráfico esta semana
168,67c84d6e7663bec81a45e701_15,0.296873,formatted,transporte alineación de respuestas hacia visa por consultas sobre proyecto subtes
169,67bc72c7e2405306bd90772c_3,0.295992,formatted,finalizar etapa de pre certificación eta 2502
170,6899edc48dfca8846103ea87_11,0.295768,formatted,ia: incorporar definición de métricas y testeos
171,67c84d6e7663bec81a45e701_1,0.295502,formatted,fu y push con conci por el pasaje a simetrik no se cumplió el eta comprometido 2802
172,67f3d091a4cabcc4fe0d11b8_1,0.295431,formatted,iniciativa productiva en simetrik liberado el roll out empezamos a incluir bines de emisores eglobal
173,68ac6300c84056a81bf8fce8_13,0.293276,formatted,repetición de pruebas con didi por error en el reporte de comisiones de master sync con conci para encender 1k transacciones de stori
174,67c84d6e7663bec81a45e701_2,0.293032,formatted,iniciar certificaciones flujo de cbk y automatización de recepción de files de fees transaccionales
175,67b337f965d8f9c7ea516a38_20,0.292992,formatted,revisión de propuestas a mastercard advisors 25 propuestas avaliadas y definición del de ddm
176,67f3d091a4cabcc4fe0d11b8_16,0.292419,formatted,promociones validación final
177,67f3d091a4cabcc4fe0d11b8_21,0.292245,formatted,pruebas de integración entre treasury it y genova it con incidentes de data quality mesas con ambos equipos y tesorería para evaluar otras alternativas
178,68a329cacc933d0836257057_6,0.291580,formatted,a la espera del contrato firmado por prosegur para avanzar
179,67bc72c7e2405306bd90772c_20,0.291500,formatted,workshop advisors mastercard polo dot esa semana
180,68b594718a9e5ded42125d3e_19,0.291281,formatted,ia continuar con el desarrollo del prompt para consultas en lenguaje natural
181,67c84d6e7663bec81a45e701_21,0.291218,formatted,sync con treasury it y genova para revisar etas para desbloquear pruebas de génova
182,68ac6300c84056a81bf8fce8_1,0.290859,formatted,mari estará ooo jueves y viernes participando de un curso presencial
183,67a0c2973d58681093abbc1c_8,0.289646,formatted,notificación mastercard excessive chargeback validar las reglas y si es necesario solicitar una revisión del caso multa de brl 1034456 ayuda de rochi e martu
184,68a329cacc933d0836257057_5,0.288426,formatted,confirmar con amex eta de configuraciones para recibir el file que nos permitirá conciliar
185,67f3d091a4cabcc4fe0d11b8_4,0.287968,formatted,fu del bloqueo técnico de amex para salir en producción y del track contractual con mla
186,68b594718a9e5ded42125d3e_18,0.287867,formatted,modelo de datos unificado reproceso para incorporación de nuevos datos continuar
187,6899edc48dfca8846103ea87_28,0.287617,formatted,mla: adquirencia directa seguir con definición impacto del proyecto
188,6899edc48dfca8846103ea87_18,0.287527,formatted,refunds parciales: pruebas para tap y experiencia versus transbank
189,679786fa4ec4c33d2da98e03_18,0.286959,formatted,[all] revision de porotos con cp de mlc y mlm para la carga de q2-25
190,67785cff5ee9016270263e78_13,0.286217,formatted,aprobación de devolución de ic por emissores mlb 3 aprobados 11m de reales
191,68a329cacc933d0836257057_19,0.285821,formatted,avances en la comprensión de la herramienta verdi flows e integración con la rpa para la base de datos
192,68b594718a9e5ded42125d3e_10,0.283928,formatted,workshop con visa y master de martes a viernes
193,67c84d6e7663bec81a45e701_17,0.281567,formatted,actualizar deck de tn revisar con el equipo comercial la estrategia de pedidos de altas de afiliaciones nuevas pruebas en act tras el fix del 262
194,6899edc48dfca8846103ea87_30,0.281553,formatted,entrevistas candidatos para equipo de fer
195,679786fa4ec4c33d2da98e03_15,0.281536,formatted,[mlm master flujo internacional] apertura cuenta internaciona 14/1 - instrumentación de pruebas  y revision controles con finops
196,67c84d6e7663bec81a45e701_20,0.281166,formatted,inicio de certificación con fime para rdc pedido de cotización done armado de oc done
197,67785cff5ee9016270263e78_15,0.280993,formatted,seguimiento visa y master 3ds visa servidor
198,67c84d6e7663bec81a45e701_3,0.280689,formatted,finalizar la certificación en el día de hoy 0503
199,678e428d4626b0c172284e27_7,0.279789,formatted,comprensión de la solución de pricing para el share de mlb
200,67a0c2973d58681093abbc1c_4,0.278996,formatted,definir los principales porotos donde las avenidas pointon serán los sponsors
201,68a329cacc933d0836257057_7,0.278497,formatted,sesiones de alineación de porotos internas y con it
202,67c84d6e7663bec81a45e701_5,0.276537,formatted,fu con cp mla sobre firma de contratos para no bloquear el go live el 1703
203,6899edc48dfca8846103ea87_2,0.275467,formatted,pruebas f&f tokenización tras dejar de procesar vía banorte
204,68ac6300c84056a81bf8fce8_22,0.275385,formatted,estaremos coordinando pruebas con tarjetas domésticas e internacionales con el equipo de mp para bandera visa y master
205,68b594718a9e5ded42125d3e_12,0.274984,formatted,garantia elo tenemos un potencial bloqueo para iniciar el piloto productivo aún hay comentarios sobre el contrato eta 08 09
206,678e428d4626b0c172284e27_12,0.274445,formatted,[mlm] apertura cuenta internaciona 14/1 - pedido de instrucción done para roll out de pruebas alta de cp site wip
207,67b337f965d8f9c7ea516a38_8,0.273674,formatted,payfac análisis para habilitar la capacidad de payfac para algunos mids tenemos transacciones que deberían estar siendo marcadas como payfac
208,678e428d4626b0c172284e27_8,0.272999,formatted,fee collection banco supervielle: estamos alineando con supervielle un contrato para recuperar el monto de otros adquirentes en el mismo fee collection
209,679786fa4ec4c33d2da98e03_9,0.272827,formatted,router - ajustes en rutas de wallet + aft
210,67f3d091a4cabcc4fe0d11b8_18,0.272663,formatted,la semana pasada iniciamos con 10 altas/día logrando el 4/4 una tasa de aprobación automática del 100% continuar con altas diarias 10/día armar plan de rollout de afiliaciones de tn y deck mensual
211,6821e7c544ac3e45b79c6d08_17,0.272556,formatted,actualmente estamos bloqueados para continuar con las altas por issue en produccion del lado de prosa seguimiento para obtener fecha del fix
212,67c84d6e7663bec81a45e701_6,0.272421,formatted,fu con op pricing y cp mla para coordinar tareas que nos permitan iniciar roll out
213,68ac6300c84056a81bf8fce8_3,0.271988,formatted,deck para el workshop
214,67bc72c7e2405306bd90772c_1,0.271746,formatted,fu con conci por la fecha de pasaje a producción de simetrik eta 2802
215,67a0c2973d58681093abbc1c_11,0.271685,formatted,win recuperamos usd 05m mediante fee collection al banco supervielle
216,679786fa4ec4c33d2da98e03_12,0.271585,formatted,transporte (subtes): vamos a estar repitiendo unas pruebas para mastercard
217,679786fa4ec4c33d2da98e03_1,0.269569,formatted,"el roll out de prosa no se puede escalar hasta que conci desarrolle una casuística que conocimos en producción (rechazos por errores de sintaxis entre cámaras), alinear next steps con etas."
218,67785cff5ee9016270263e78_12,0.269537,formatted,[mlc] trade off devoluciones parciales merchant financed
219,678e428d4626b0c172284e27_6,0.268517,formatted,loterías caixa - tombamento de emisores que levantaron el bloqueo del mcc 9406
220,6899edc48dfca8846103ea87_22,0.267376,formatted,mandates & release: revisión del proceso para reducir los mandates a analizar por genova-it
221,679786fa4ec4c33d2da98e03_17,0.266811,formatted,[mlm master msi] escalamiento por firma de ts con master y follow up de diseño contable y controles
222,68ac6300c84056a81bf8fce8_19,0.266019,formatted,validar con genova it el proceso automático ticket jira y testear rga para análisis de impactos
223,6899edc48dfca8846103ea87_1,0.265801,formatted,iniciar pruebas f&f bin visa & ica mastercard
224,6821e7c544ac3e45b79c6d08_22,0.265465,formatted,revision de merchants id con core payments y merchant settings por inconsistencias identificadas
225,6899edc48dfca8846103ea87_9,0.264902,formatted,aprobación de payacs y carga masiva o repusheo smpr
226,6899edc48dfca8846103ea87_15,0.264890,formatted,ttp ios: obtuvimos certificación fime multi site alineación con point para estar listos para el f&f
227,6899edc48dfca8846103ea87_20,0.263981,formatted,reembolso bradesco: fee collection enviado con éxito el 05/08 – total r$ 27040400
228,678e428d4626b0c172284e27_5,0.263845,formatted,pruebas técnicas de la solución para el split de refund problema de diferencia de ic
229,678e428d4626b0c172284e27_2,0.263689,formatted,completar el kick off con preparación de ambientes de test
230,68ac6300c84056a81bf8fce8_15,0.263012,formatted,pruebas de tokenización externa sync con conci para encender demorado
231,679786fa4ec4c33d2da98e03_3,0.261755,formatted,lograr conexión al ambiente de test para iniciar pre certificación el 31/1.
232,67b337f965d8f9c7ea516a38_15,0.260744,formatted,recepción de primeras liquidaciones de débito en revisión las liquidaciones de crédito que aún no logramos confirmar recepción
